"","gs_name","stat_est","pval","adjp"
"1","GOBP_MITOCHONDRIAL_GENOME_MAINTENANCE","31.6135462146387","0.0338722298210139",0.0660057951663894
"2","GOBP_REPRODUCTION","0.774627862616359","0.0307137698465973",0.0605543278893679
"3","GOBP_RIBOSOMAL_LARGE_SUBUNIT_ASSEMBLY","29.43488595506","0.0362538032531233",0.0702584185261274
"4","GOBP_RIBOSOMAL_SMALL_SUBUNIT_ASSEMBLY","99.6238241069526","0.000271453390469017",0.00101955521489753
"5","GOBP_TRANSITION_METAL_ION_TRANSPORT","5.09997255027204","0.0240508490815177",0.0488293026536444
"6","GOBP_CITRULLINE_METABOLIC_PROCESS","307.653555645079","0.00416029579523035",0.0108107411596268
"7","GOBP_MITOTIC_SISTER_CHROMATID_SEGREGATION","5.3100928135502","0.000101984820496726",0.000419141091587098
"8","GOBP_CELL_CYCLE_CHECKPOINT_SIGNALING","2.95122546174604","0.0321777703030177",0.0630939051257286
"9","GOBP_DNA_REPLICATION_CHECKPOINT_SIGNALING","126.981377666114","0.000174393942438247",0.000680309690321637
"10","GOBP_REGULATION_OF_TRANSCRIPTION_INVOLVED_IN_G1_S_TRANSITION_OF_MITOTIC_CELL_CYCLE","38.2563481321313","0.0283181505292977",0.0562577161584711
"11","GOBP_SULFUR_AMINO_ACID_METABOLIC_PROCESS","32.8590805269562","0.00212593027361933",0.00631465639811201
"12","GOBP_SULFUR_AMINO_ACID_BIOSYNTHETIC_PROCESS","59.7021086032023","0.018649432315241",0.0389228320511912
"13","GOBP_SULFUR_AMINO_ACID_BIOSYNTHETIC_PROCESS","59.7021086032023","0.018649432315241",0.0389228320511912
"14","GOBP_SULFUR_AMINO_ACID_CATABOLIC_PROCESS","186.634288846441","0.00649285164167684",0.0156865968590692
"15","GOBP_RRNA_MODIFICATION","26.4962274128599","0.00318407717071666",0.00870735656401642
"16","GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_NONSENSE_MEDIATED_DECAY","35.4004795356904","0.000128802706743013",0.000517399403568574
"17","GOBP_PROTEIN_POLYUBIQUITINATION","2.36389072192013","0.0254945073912604",0.0513842018763594
"18","GOBP_MICROTUBULE_CYTOSKELETON_ORGANIZATION","1.51116315062199","0.0342243838179967",0.0666608071294451
"19","GOBP_MITOCHONDRIAL_FISSION","36.4687741508925","0.00011884788877385",0.000481033361488556
"20","GOBP_MITOCHONDRIAL_FISSION","35.4004795356904","0.000128802706743013",0.000517399403568574
"21","GOBP_POLYSACCHARIDE_BIOSYNTHETIC_PROCESS","11.17294028248","0.00309635066922867",0.00864418670459383
"22","GOBP_MITOTIC_CYTOKINESIS","7.14587539981488","0.0350722321267037",0.068203656493171
"23","GOBP_NUCLEAR_TRANSCRIBED_MRNA_POLY_A_TAIL_SHORTENING","21.8055110579877","0.0480515782102921",0.090763122669958
"24","GOBP_NUCLEAR_TRANSCRIBED_MRNA_POLY_A_TAIL_SHORTENING","24.6516555800418","0.0428245230684055",0.0815862067687828
"25","GOBP_RETROGRADE_TRANSPORT_VESICLE_RECYCLING_WITHIN_GOLGI","209.805996752571","0.00584565787686783",0.0143818668957377
"26","GOBP_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES","3.93354722173143","0.00081838358997801",0.00279889071279016
"27","GOBP_RESPONSE_TO_OXYGEN_RADICAL","47.1458091175805","0.0010848292123971",0.00361447580632756
"28","GOBP_PROTEIN_DENEDDYLATION","186.634288846441","0.00649285164167684",0.0156865968590692
"29","GOBP_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME","13.2926111239394","0.000346404886121772",0.00127212837614781
"30","GOBP_REGULATION_OF_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME","16.42704787234","0.00108263901215877",0.00361180596679779
"31","GOBP_RNA_SPLICING_VIA_ENDONUCLEOLYTIC_CLEAVAGE_AND_LIGATION","152.800338476813","0.00785098535574564",0.0183436544632673
"32","GOBP_AUTOPHAGY_OF_MITOCHONDRION","11.9418961036934","0.000103646272017365",0.00042571708648554
